dpkts,dbytes,ct_dst_sport_ltm,state_CON,dmean,state_INT,dload,ct_state_ttl,sttl
6,320,1,0,53,0,3778.043457,0,31
60,12716,1,0,212,0,6593290.5,0,31
2,178,1,1,89,0,653810.8125,0,31
54,3742,1,0,69,0,16859.68359,0,31
2,178,1,1,89,0,747899.1875,0,31
2,164,1,1,82,0,663967.625,0,31
2,178,1,1,89,0,609589.0,0,31
2,162,1,1,81,0,601671.25,0,31
10,824,1,0,82,0,663388.4375,0,31
54,3742,1,0,69,0,10887.64453,0,31
2,162,1,1,81,0,634671.875,0,31
2,178,1,1,89,0,654411.75,0,31
2,178,1,1,89,0,211715.7344,0,31
2,162,1,1,81,0,644135.1875,0,31
10,824,1,0,82,0,1445689.25,0,31
42,3380,1,0,80,0,682664.4375,0,31
54,3742,1,0,69,0,34829.48438,0,31
42,3380,1,0,80,0,617269.5,0,31
2,162,1,1,81,0,653885.0,0,31
18,10168,1,0,565,0,76402.46094,0,31
6,320,1,0,53,0,677450.0625,0,31
54,3742,1,0,69,0,87372.80469,0,31
10,824,1,0,82,0,1450635.375,0,31
2,178,1,1,89,0,694634.125,0,31
18,10168,1,0,565,0,75419.61719,0,31
54,3742,1,0,69,0,1438910.875,0,31
2,178,1,1,89,0,656221.1875,0,31
6,320,1,0,53,0,1508.96582,0,31
8,1930,1,0,241,0,4853448.5,0,31
2,178,1,1,89,0,674242.4375,0,31
2,178,1,1,89,0,681992.3125,0,31
18,10168,1,0,565,0,68825.28125,0,31
2,164,1,1,82,0,595281.3125,0,31
2,178,1,1,89,0,660482.4375,0,31
18,10168,1,0,565,0,76402.77344,0,31
2,178,1,1,89,0,691262.125,0,31
2,178,1,1,89,0,704950.5,0,31
2,162,1,1,81,0,659877.8125,0,31
40,3276,1,0,82,0,102629.9922,0,31
2,162,1,1,81,0,614800.75,0,31
12,8824,1,0,735,0,19633496.0,0,31
10,824,1,0,82,0,1446393.75,0,31
42,3380,1,0,80,0,1111438.5,0,31
60,12716,1,0,212,0,150691.25,0,31
2,178,1,1,89,0,737823.8125,0,31
38,3172,1,0,83,0,49731.73828,0,31
2,178,1,1,89,0,628975.25,0,31
100,17134,1,0,171,0,1416490.125,0,31
10,824,1,0,82,0,1457760.375,0,31
42,3380,1,0,80,0,1175632.375,0,31
6,320,1,0,53,0,10344.77734,0,31
2,164,1,1,82,0,627151.0,0,31
54,3742,1,0,69,0,1102671.875,0,31
2,164,1,1,82,0,625954.25,0,31
2,164,1,1,82,0,576449.875,0,31
746,1087900,1,0,1458,0,450295.7813,0,31
2,162,1,1,81,0,592321.8125,0,31
18,10168,1,0,565,0,76389.54688,0,31
40,3276,1,0,82,0,1203446.5,0,31
18,10168,1,0,565,0,75942.41406,0,31
2,178,1,1,89,0,678095.25,0,31
2,178,1,1,89,0,655013.8125,0,31
10,824,1,0,82,0,1459911.375,0,31
2,164,1,1,82,0,610232.5625,0,31
18,10168,1,0,565,0,76395.71094,0,31
2,178,2,1,89,0,714142.4375,0,31
2,162,1,1,81,0,609595.5,0,31
2,178,1,1,89,0,669172.9375,0,31
18,10168,1,0,565,0,76392.50781,0,31
2,178,1,1,89,0,658649.4375,0,31
18,10168,1,0,565,0,63966.48828,0,31
18,10168,1,0,565,0,65850.61719,0,31
2,164,1,1,82,0,628954.9375,0,31
12,8824,1,0,735,0,13323451.0,0,31
40,3276,2,0,82,0,186846.2031,0,31
2,162,1,1,81,0,609022.5625,0,31
10,824,1,0,82,0,1391793.625,0,31
8,1884,1,0,236,0,3306265.5,0,31
2,178,1,1,89,0,681339.6875,0,31
2,178,1,1,89,0,684615.375,0,31
8,1860,1,0,233,0,4571428.5,0,31
18,10168,1,0,565,0,76484.90625,0,31
2,178,1,1,89,0,676806.125,0,31
6,320,1,0,53,0,485013.625,0,31
2,162,1,1,81,0,611898.0,0,31
2,178,1,1,89,0,687922.75,0,31
10,824,1,0,82,0,1460989.375,0,31
12,8824,1,0,735,0,14058658.0,0,31
54,3742,1,0,69,0,1220823.5,0,31
2,164,1,1,82,0,640000.0,0,31
2,162,1,1,81,0,663254.875,0,31
18,10168,1,0,565,0,76471.96875,0,31
12,8824,1,0,735,0,289576.7188,0,31
2,178,1,1,89,0,656221.1875,0,31
18,10168,1,0,565,0,76472.88281,0,31
2,178,1,1,89,0,731006.125,0,31
18,10168,1,0,565,0,72358.23438,0,31
18,10168,1,0,565,0,76448.38281,0,31
42,3380,1,0,80,0,984413.4375,0,31
2,178,1,1,89,0,662942.25,0,31
10,824,1,0,82,0,1410311.125,0,31
2,178,1,1,89,0,667291.5,0,31
60,12716,1,0,212,0,992460.3125,0,31
2,178,1,1,89,0,652612.25,0,31
2,178,1,1,89,0,655013.8125,0,31
10,824,1,0,82,0,1370900.75,0,31
18,10168,1,0,565,0,76396.69531,0,31
18,10168,1,0,565,0,72197.28906,0,31
18,10168,1,0,565,0,76393.04688,0,31
60,12716,1,0,212,0,8011532.0,0,31
40,3276,1,0,82,0,1234246.0,0,31
2,178,1,1,89,0,696673.1875,0,31
40,3276,1,0,82,0,861679.5,0,31
54,3742,1,0,69,0,1296391.125,0,31
2,178,1,1,89,0,657433.0625,0,31
2,162,1,1,81,0,583783.8125,0,31
42,3380,1,0,80,0,23805.16602,0,31
8,424,1,0,53,0,781875.625,0,31
40,3276,2,0,82,0,186846.2031,0,31
18,10168,1,0,565,0,76388.78906,0,31
2,162,1,1,81,0,628516.0,0,31
2,164,1,1,82,0,102901.9609,0,31
2,178,1,1,89,0,616984.375,0,31
10,824,1,0,82,0,1402315.125,0,31
10,824,1,0,82,0,1436940.25,0,31
2,178,1,1,89,0,661710.0,0,31
2,178,2,1,89,0,681339.6875,0,31
746,1087890,1,0,1458,0,983564.6875,0,31
2,164,1,1,82,0,580017.6875,0,31
2,178,1,1,89,0,623467.625,0,31
746,1087890,1,0,1458,0,591096.3125,0,31
18,10168,1,0,565,0,68186.67969,0,31
2,178,2,1,89,0,681339.6875,0,31
2,178,1,1,89,0,604927.8125,0,31
2,162,1,1,81,0,591240.875,0,31
2,178,1,1,89,0,611158.8125,0,31
42,3380,1,0,80,0,1171823.0,0,31
2,178,1,1,89,0,661095.625,0,31
42,3380,1,0,80,0,989727.8125,0,31
2,164,1,1,82,0,637512.125,0,31
38,3172,1,0,83,0,57333.36719,0,31
2,178,1,1,89,0,656221.1875,0,31
42,3380,1,0,80,0,25835.31641,0,31
18,10168,1,0,565,0,74830.14063,0,31
12,8824,1,0,735,0,1327725.25,0,31
2,164,1,1,82,0,594202.875,0,31
8,424,1,0,53,0,61715.04688,0,31
2,162,1,1,81,0,592321.8125,0,31
2,164,1,1,82,0,695652.1875,0,31
2,178,1,1,89,0,649635.0625,0,31
42,3380,1,0,80,0,51802.79297,0,31
8,1884,1,0,236,0,284402.2813,0,31
2,178,1,1,89,0,653810.8125,0,31
6,320,1,0,53,0,6388.801758,0,31
10,824,1,0,82,0,1423501.125,0,31
2,178,1,1,89,0,658040.6875,0,31
2,178,1,1,89,0,642019.875,0,31
2,178,1,1,89,0,684615.375,0,31
2,162,1,1,81,0,630963.9375,0,31
10,824,1,0,82,0,1430016.75,0,31
2,162,1,1,81,0,598337.9375,0,31
8,1860,1,0,233,0,279568.9688,0,31
42,3380,1,0,80,0,1168400.125,0,31
2,178,1,1,89,0,625109.6875,0,31
746,1087890,1,0,1458,0,1052009.25,0,31
18,10168,1,0,565,0,76296.17188,0,31
42,3380,1,0,80,0,1230539.75,0,31
18,10168,1,0,565,0,76314.96094,0,31
18,10168,1,0,565,0,72904.35156,0,31
8,2002,1,0,250,0,302023.4063,0,31
8,424,1,0,53,0,60959.58203,0,31
2,178,1,1,89,0,678741.6875,0,31
18,10168,1,0,565,0,76222.30469,0,31
18,10168,1,0,565,0,76477.30469,0,31
54,3742,1,0,69,0,30054.30078,0,31
2,164,1,1,82,0,589398.0625,0,31
60,12716,1,0,212,0,149788.5156,0,31
2,162,1,1,81,0,601671.25,0,31
2,162,1,1,81,0,583783.8125,0,31
2,178,1,1,89,0,709163.375,0,31
8,1884,1,0,236,0,73529.90625,0,31
2,178,1,1,89,0,644927.5,0,31
10,824,1,0,82,0,1196774.125,0,31
42,3380,1,0,80,0,152678.8125,0,31
42,3380,1,0,80,0,83047.60156,0,31
2,178,1,1,89,0,712712.6875,0,31
2,164,1,1,82,0,527755.4375,0,31
2,178,1,1,89,0,658040.6875,0,31
10,824,1,0,82,0,1466041.0,0,31
2,178,1,1,89,0,640287.8125,0,31
12,8824,1,0,735,0,1360324.625,0,31
2,178,1,1,89,0,680688.3125,0,31
10,824,1,0,82,0,1420095.625,0,31
18,10168,1,0,565,0,76152.79688,0,31
18,10168,1,0,565,0,76477.30469,0,31
2,164,1,1,82,0,519398.2813,0,31
18,10168,1,0,565,0,65778.11719,0,31
2,178,1,1,89,0,660482.4375,0,31
2,164,1,1,82,0,617121.375,0,31
2,178,1,1,89,0,647272.75,0,31
18,10168,1,0,565,0,71352.625,0,31
42,3380,1,0,80,0,18781.06641,0,31
18,10168,1,0,565,0,76386.66406,0,31
40,3276,1,0,82,0,1199549.5,0,31
54,3742,1,0,69,0,34668.44141,0,31
2,178,1,1,89,0,704950.5,0,31
2,162,1,1,81,0,598337.9375,0,31
12,8824,1,0,735,0,1351517.25,0,31
2,178,1,1,89,0,652612.25,0,31
18,10168,1,0,565,0,73598.59375,0,31
2,178,1,1,89,0,561071.6875,0,31
2,164,1,1,82,0,638132.25,0,31
54,3742,1,0,69,0,33866.03125,0,31
2,178,1,1,89,0,675521.8125,0,31
6,320,1,0,53,0,9606.086914,0,31
18,10168,1,0,565,0,71265.125,0,31
746,1087890,1,0,1458,0,643631.1875,0,31
100,17134,1,0,171,0,1295491.25,0,31
18,10168,1,0,565,0,76386.4375,0,31
2,178,1,1,89,0,655013.8125,0,31
2,178,1,1,89,0,737060.0,0,31
2,178,1,1,89,0,639138.25,0,31
10,824,1,0,82,0,1378541.5,0,31
42,3380,1,0,80,0,31106.80078,0,31
2,164,1,1,82,0,644400.8125,0,31
10,824,1,0,82,0,1459193.75,0,31
2,178,1,1,89,0,616450.25,0,31
2,178,1,1,89,0,675521.8125,0,31
2,178,1,1,89,0,646684.8125,0,31
18,10168,1,0,565,0,74013.99219,0,31
2,178,1,1,89,0,648451.75,0,31
18,10168,1,0,565,0,63974.84766,0,31
2,178,1,1,89,0,647861.6875,0,31
104,17342,1,0,167,0,1219247.75,0,31
2,178,1,1,89,0,643761.25,0,31
2,162,1,1,81,0,608450.75,0,31
2,178,1,1,89,0,662942.25,0,31
18,10168,1,0,565,0,76293.82813,0,31
18,10168,1,0,565,0,64623.30078,0,31
18,10168,1,0,565,0,68306.40625,0,31
2,178,1,1,89,0,676806.125,0,31
2,178,1,1,89,0,618055.5625,0,31
54,3742,1,0,69,0,23366.45898,0,31
18,10168,1,0,565,0,76298.89844,0,31
10,824,1,0,82,0,1465317.25,0,31
40,3276,1,0,82,0,55707.51563,0,31
18,10168,1,0,565,0,76392.50781,0,31
10,824,1,0,82,0,1489212.25,0,31
18,10168,1,0,565,0,62471.54297,0,31
2,164,1,1,82,0,652087.5,0,31
42,3380,1,0,80,0,1236997.5,0,31
2,178,1,1,89,0,689922.5,0,31
2,162,2,1,81,0,620095.6875,0,31
2,178,1,1,89,0,667291.5,0,31
2,178,1,1,89,0,666666.6875,0,31
2,178,1,1,89,0,678095.25,0,31
10,824,1,0,82,0,1381750.375,0,31
18,10168,1,0,565,0,76392.50781,0,31
2,178,1,1,89,0,632326.8125,0,31
18,10168,1,0,565,0,66983.71875,0,31
2,178,1,1,89,0,644343.875,0,31
40,3276,1,0,82,0,38048.50781,0,31
2,178,1,1,89,0,647272.75,0,31
2,164,1,1,82,0,611370.0,0,31
18,10168,1,0,565,0,76038.46094,0,31
42,3380,1,0,80,0,1225569.875,0,31
2,164,1,1,82,0,624167.5,0,31
18,10168,1,0,565,0,76478.59375,0,31
42,3380,1,0,80,0,44167.32031,0,31
2,162,2,1,81,0,620095.6875,0,31
2,178,1,1,89,0,681992.3125,0,31
2,178,1,1,89,0,682646.1875,0,31
746,1087890,1,0,1458,0,988674.4375,0,31
2,178,1,1,89,0,663560.125,0,31
2,178,1,1,89,0,691933.875,0,31
746,1087890,1,0,1458,0,577280.6875,0,31
10,824,1,0,82,0,1382072.25,0,31
18,10168,1,0,565,0,73380.19531,0,31
2,164,1,1,82,0,610232.5625,0,31
2,178,1,1,89,0,650822.6875,0,31
40,3276,1,0,82,0,185567.0156,0,31
2,164,1,1,82,0,627151.0,0,31
18,10168,1,0,565,0,60660.46875,0,31
10,824,1,0,82,0,1442176.875,0,31
10,824,1,0,82,0,297737.875,0,31
746,1087890,1,0,1458,0,806509.625,0,31
60,12716,1,0,212,0,391033.2813,0,31
2,178,1,1,89,0,605957.4375,0,31
2,178,1,1,89,0,627865.9375,0,31
2,164,1,1,82,0,532035.6875,0,31
2,178,1,1,89,0,644927.5,0,31
10,824,1,0,82,0,1444985.375,0,31
18,10168,1,0,565,0,53617.27344,0,31
8,1860,1,0,233,0,281034.9063,0,31
2,178,1,1,89,0,732510.3125,0,31
2,178,1,1,89,0,653211.0,0,31
100,17134,1,0,171,0,1430903.25,0,31
10,824,1,0,82,0,1436940.25,0,31
2,164,1,1,82,0,613084.125,0,31
2,178,1,1,89,0,653810.8125,0,31
10,824,1,0,82,0,482248.75,0,31
10,824,1,0,82,0,1468216.75,0,31
18,10168,1,0,565,0,76303.28906,0,31
2,164,1,1,82,0,682622.25,0,31
18,10168,1,0,565,0,76451.42969,0,31
2,164,1,1,82,0,611370.0,0,31
2,178,1,1,89,0,689254.625,0,31
2,178,1,1,89,0,689922.5,0,31
2,178,2,1,89,0,669802.5,0,31
2,178,1,1,89,0,536953.25,0,31
2,164,1,1,82,0,529459.25,0,31
2,178,1,1,89,0,675521.8125,0,31
2,178,1,1,89,0,707050.6875,0,31
2,178,2,1,89,0,669802.5,0,31
2,178,1,1,89,0,666043.0625,0,31
10,824,1,0,82,0,1310375.25,0,31
10,824,1,0,82,0,1407969.625,0,31
2,162,1,1,81,0,683544.3125,0,31
18,10168,1,0,565,0,74318.6875,0,31
18,10168,1,0,565,0,76014.76563,0,31
42,3380,2,0,80,0,198681.4844,0,31
42,3380,1,0,80,0,153596.4375,0,31
2,178,1,1,89,0,696673.1875,0,31
2,178,1,1,89,0,674881.5,0,31
2,178,1,1,89,0,694634.125,0,31
2,178,1,1,89,0,676806.125,0,31
2,162,1,1,81,0,471615.7188,0,31
18,10168,1,0,565,0,71445.90625,0,31
18,10168,2,0,565,0,69807.22656,0,31
2,178,1,1,89,0,628420.125,0,31
2,164,1,1,82,0,122410.8984,0,31
2,178,1,1,89,0,695312.5,0,31
42,3380,1,0,80,0,662634.0,0,31
42,3380,2,0,80,0,198681.4844,0,31
2,164,1,1,82,0,627751.1875,0,31
2,178,1,1,89,0,722109.5,0,31
42,3380,1,0,80,0,465419.6875,0,31
2,178,1,1,89,0,669172.9375,0,31
60,12716,1,0,212,0,80233.54688,0,31
10,824,1,0,82,0,1572450.25,0,31
18,10168,1,0,565,0,73238.61719,0,31
18,10168,2,0,565,0,69807.22656,0,31
18,10168,1,0,565,0,69845.24219,0,31
18,10168,1,0,565,0,76396.60938,0,31
2,178,1,1,89,0,613264.4375,0,31
18,10168,1,0,565,0,76072.9375,0,31
2,164,1,1,82,0,583111.125,0,31
2,178,1,1,89,0,649635.0625,0,31
2,164,1,1,82,0,683333.375,0,31
18,10168,1,0,565,0,59557.33594,0,31
100,17134,1,0,171,0,78634.84375,0,31
2,178,1,1,89,0,681992.3125,0,31
746,1087890,1,0,1458,0,1516197.125,0,31
2,164,1,1,82,0,686911.0,0,31
10,824,1,0,82,0,1460629.875,0,31
42,3380,1,0,80,0,139898.6719,0,31
8,424,1,0,53,0,775542.1875,0,31
18,10168,1,0,565,0,65216.875,0,31
10,824,1,0,82,0,1231535.25,0,31
54,3742,1,0,69,0,1332245.125,0,31
6,320,1,0,53,0,9581.568359,0,31
18,10168,1,0,565,0,76307.76563,0,31
10,824,1,0,82,0,1474050.125,0,31
12,8824,1,0,735,0,15760350.0,0,31
2,178,1,1,89,0,668544.625,0,31
2,164,1,1,82,0,555932.1875,0,31
18,10168,1,0,565,0,68020.96875,0,31
2,178,1,1,89,0,518195.0625,0,31
62,12820,1,0,207,0,5989198.0,0,31
10,824,1,0,82,0,1183885.125,0,31
2,164,1,1,82,0,556403.75,0,31
2,178,1,1,89,0,650822.6875,0,31
42,3380,1,0,80,0,1236649.875,0,31
18,10168,1,0,565,0,76167.4375,0,31
746,1087890,1,0,1458,0,514536.1875,0,31
42,3380,1,0,80,0,11940.96777,0,31
2,178,1,1,89,0,675521.8125,0,31
18,10168,1,0,565,0,69408.61719,0,31
42,3380,1,0,80,0,13366.51367,0,31
18,10168,1,0,565,0,62218.29297,0,31
98,17030,1,0,174,0,1352319.5,0,31
40,3276,1,0,82,0,1204751.125,0,31
42,3380,1,0,80,0,831941.5625,0,31
746,1087890,1,0,1458,0,648768.6875,0,31
2,178,1,1,89,0,624561.4375,0,31
2,178,1,1,89,0,664179.125,0,31
2,178,1,1,89,0,595815.875,0,31
42,3380,1,0,80,0,14043.12012,0,31
10,824,1,0,82,0,379515.375,0,31
8,1884,1,0,236,0,4458263.0,0,31
2,178,1,1,89,0,773913.0,0,31
18,10168,1,0,565,0,64975.96094,0,31
2,164,1,1,82,0,624167.5,0,31
18,10168,1,0,565,0,66872.13281,0,31
2,162,1,1,81,0,585365.8125,0,31
54,3742,1,0,69,0,33214.83203,0,31
10,824,1,0,82,0,260270.9688,0,31
12,8824,1,0,735,0,274635.125,0,31
42,3380,1,0,80,0,11861.46387,0,31
2,178,1,1,89,0,691262.125,0,31
2,178,1,1,89,0,655616.9375,0,31
64,12924,1,0,202,0,3939009.5,0,31
746,1087890,1,0,1458,0,842290.1875,0,31
2,178,1,1,89,0,722109.5,0,31
2,178,1,1,89,0,693281.375,0,31
2,164,1,1,82,0,630769.25,0,31
2,178,1,1,89,0,644927.5,0,31
18,10168,1,0,565,0,74748.3125,0,31
2,178,1,1,89,0,634016.0,0,31
2,178,1,1,89,0,655616.9375,0,31
18,10168,1,0,565,0,65560.23438,0,31
2,178,1,1,89,0,600843.9375,0,31
2,164,1,1,82,0,621800.9375,0,31
18,10168,1,0,565,0,61182.25,0,31
10,824,1,0,82,0,534822.9375,0,31
2,178,1,1,89,0,639712.5,0,31
2,178,1,1,89,0,709870.4375,0,31
2,178,1,1,89,0,632888.9375,0,31
2,162,1,1,81,0,625482.625,0,31
2,178,1,1,89,0,662942.25,0,31
18,10168,1,0,565,0,74219.47656,0,31
18,10168,1,0,565,0,66872.13281,0,31
18,10168,1,0,565,0,66751.28906,0,31
2,178,1,1,89,0,599326.625,0,31
2,162,1,1,81,0,619502.8125,0,31
12,8824,1,0,735,0,7820181.0,0,31
18,10168,1,0,565,0,76212.84375,0,31
8,1860,1,0,233,0,4592383.5,0,31
2,178,1,1,89,0,664179.125,0,31
2,164,1,1,82,0,709956.6875,0,31
54,3742,2,0,69,0,1299429.5,0,31
2,178,1,1,89,0,679389.375,0,31
10,824,1,0,82,0,1429328.125,0,31
18,10168,1,0,565,0,76459.94531,0,31
42,3380,1,0,80,0,921723.3125,0,31
2,178,1,1,89,0,656826.5625,0,31
10,824,1,0,82,0,482287.9688,0,31
54,3742,2,0,69,0,1299429.5,0,31
18,10168,1,0,565,0,76158.75781,0,31
54,3742,1,0,69,0,900465.75,0,31
2,162,1,1,81,0,120178.0391,0,31
18,10168,1,0,565,0,55805.21094,0,31
8,1930,1,0,241,0,4613178.5,0,31
2,164,1,1,82,0,600182.9375,0,31
2,162,1,1,81,0,626692.5,0,31
38,3172,1,0,83,0,50335.16797,0,31
42,3380,1,0,80,0,49928.60547,0,31
2,178,1,1,89,0,694634.125,0,31
2,162,1,1,81,0,691568.875,0,31
2,178,1,1,89,0,758253.5,0,31
2,178,1,1,89,0,679389.375,0,31
2,178,1,1,89,0,603901.625,0,31
18,10168,1,0,565,0,68110.69531,0,31
2,178,1,1,89,0,657433.0625,0,31
42,3380,1,0,80,0,32715.70117,0,31
2,162,1,1,81,0,606174.0,0,31
2,178,1,1,89,0,713426.8125,0,31
2,178,1,1,89,0,674242.4375,0,31
2,162,1,1,81,0,646706.625,0,31
18,10168,1,0,565,0,65972.69531,0,31
100,17134,1,0,171,0,1346042.75,0,31
18,10168,1,0,565,0,71667.35938,0,31
6,320,1,0,53,0,207660.9063,0,31
42,3380,1,0,80,0,42040.96094,0,31
12,8824,1,0,735,0,13836220.0,0,31
2,178,1,1,89,0,676163.375,0,31
42,3380,1,0,80,0,1221543.625,0,31
2,162,1,1,81,0,617731.1875,0,31
42,3380,1,0,80,0,34788.56641,0,31
18,10168,1,0,565,0,62599.86328,0,31
18,10168,1,0,565,0,67268.03125,0,31
18,10168,1,0,565,0,76372.99219,0,31
18,10168,1,0,565,0,74503.75781,0,31
2,178,1,1,89,0,637421.6875,0,31
18,10168,1,0,565,0,64498.79688,0,31
18,10168,1,0,565,0,71546.36719,0,31
2,162,1,1,81,0,628516.0,0,31
2,178,1,1,89,0,688588.0625,0,31
2,162,1,1,81,0,640949.5625,0,31
10,824,1,0,82,0,482287.9688,0,31
18,10168,1,0,565,0,75162.64063,0,31
2,178,1,1,89,0,693957.125,0,31
18,10168,1,0,565,0,69350.65625,0,31
2,178,1,1,89,0,711999.9375,0,31
2,162,1,1,81,0,570422.5,0,31
2,178,1,1,89,0,649042.875,0,31
2,178,1,1,89,0,304664.0938,0,31
2,178,1,1,89,0,687258.6875,0,31
42,3380,1,0,80,0,391279.2188,0,31
18,10168,1,0,565,0,76391.0,0,31
42,3380,1,0,80,0,38920.54688,0,31
6,320,1,0,53,0,483257.9063,0,31
18,10168,1,0,565,0,76384.84375,0,31
104,17342,1,0,167,0,148618.5938,0,31
2,178,1,1,89,0,621291.4375,0,31
2,178,1,1,89,0,685274.3125,0,31
746,1087890,1,0,1458,0,2178943.75,0,31
2,164,1,1,82,0,572425.8125,0,31
40,3276,1,0,82,0,1260355.0,0,31
2,178,1,1,89,0,68560.42188,0,31
2,164,1,1,82,0,607970.375,0,31
2,178,1,1,89,0,700098.375,0,31
18,10168,1,0,565,0,76401.78125,0,31
2,178,1,1,89,0,676163.375,0,31
18,10168,1,0,565,0,74392.30469,0,31
18,10168,1,0,565,0,64347.70703,0,31
18,10168,1,0,565,0,69596.53125,0,31
18,10168,1,0,565,0,76094.1875,0,31
2,178,1,1,89,0,712712.6875,0,31
42,3380,1,0,80,0,50676.35547,0,31
2,164,1,1,82,0,601283.1875,0,31
2,178,1,1,89,0,664799.25,0,31
18,10168,1,0,565,0,76007.46875,0,31
2,178,1,1,89,0,621291.4375,0,31
42,3380,1,0,80,0,1174325.0,0,31
40,3276,1,0,82,0,127906.1563,0,31
2,178,1,1,89,0,669802.5,0,31
746,1087890,1,0,1458,0,763092.25,0,31
2,162,1,1,81,0,590163.9375,0,31
18,10168,1,0,565,0,69590.79688,0,31
2,178,1,1,89,0,672332.375,0,31
60,12716,1,0,212,0,8135979.5,0,31
18,10168,1,0,565,0,76467.25,0,31
12,8824,1,0,735,0,137386.6563,0,31
746,1087890,1,0,1458,0,449632.9375,0,31
2,178,1,1,89,0,699410.625,0,31
10,824,1,0,82,0,312076.125,0,31
2,162,1,1,81,0,673596.6875,0,31
2,178,1,1,89,0,618592.5,0,31
2,164,1,1,82,0,658634.5,0,31
18,10168,1,0,565,0,67462.41406,0,31
2,178,1,1,89,0,606473.625,0,31
10,824,1,0,82,0,457495.1875,0,31
2,178,1,1,89,0,677450.0625,0,31
18,10168,1,0,565,0,76373.07813,0,31
18,10168,1,0,565,0,74577.88281,0,31
10,824,1,0,82,0,297245.875,0,31
8,1930,1,0,241,0,14250.2334,0,31
10,824,1,0,82,0,267640.5625,0,31
2,178,1,1,89,0,648451.75,0,31
2,164,1,1,82,0,635043.5625,0,31
2,178,1,1,89,0,698724.25,0,31
10,824,1,0,82,0,1459552.5,0,31
18,10168,1,0,565,0,76151.96875,0,31
2,164,1,1,82,0,593665.125,0,31
2,178,1,1,89,0,715577.875,0,31
64,12924,1,0,202,0,250818.125,0,31
2,162,1,1,81,0,563478.25,0,31
10,824,1,0,82,0,1442877.875,0,31
10,824,1,0,82,0,1332734.625,0,31
2,178,1,1,89,0,649635.0625,0,31
10,824,1,0,82,0,1419077.25,0,31
18,10168,1,0,565,0,69532.42188,0,31
2,162,1,1,81,0,655870.5,0,31
2,162,1,1,81,0,689361.6875,0,31
10,824,1,0,82,0,1408637.875,0,31
2,164,1,1,82,0,653386.5,0,31
42,3380,1,0,80,0,117393.3359,0,31
2,178,1,1,89,0,674881.5,0,31
2,164,1,1,82,0,664640.375,0,31
18,10168,1,0,565,0,76180.96094,0,31
2,178,1,1,89,0,700787.375,0,31
18,10168,1,0,565,0,71017.11719,0,31
10,824,1,0,82,0,1456329.75,0,31
2,162,1,1,81,0,602230.4375,0,31
18,10168,1,0,565,0,76005.59375,0,31
60,12716,1,0,212,0,149109.1406,0,31
10,824,1,0,82,0,293106.8438,0,31
2,164,1,1,82,0,676288.6875,0,31
102,17238,1,0,169,0,1380749.625,0,31
2,162,1,1,81,0,591240.875,0,31
18,10168,1,0,565,0,67510.96094,0,31
2,178,1,1,89,0,710578.875,0,31
42,3380,1,0,80,0,1076672.125,0,31
18,10168,1,0,565,0,71935.96875,0,31
2,178,1,1,89,0,664179.125,0,31
54,3742,1,0,69,0,1076494.75,0,31
18,10168,1,0,565,0,75544.34375,0,31
18,10168,1,0,565,0,65668.375,0,31
18,10168,1,0,565,0,76297.53906,0,31
2,164,1,1,82,0,599086.8125,0,31
18,10168,1,0,565,0,68028.4375,0,31
2,162,1,1,81,0,190868.9219,0,31
2,178,1,1,89,0,683301.3125,0,31
2,178,1,1,89,0,427884.625,0,31
2,178,1,1,89,0,693957.125,0,31
12,8824,1,0,735,0,78691.07813,0,31
102,17238,1,0,169,0,116228.9063,0,31
60,12716,1,0,212,0,183702.2188,0,31
12,8824,1,0,735,0,14962312.0,0,31
2,178,1,1,89,0,737060.0,0,31
2,164,1,1,82,0,592592.5625,0,31
2,162,1,1,81,0,626087.0,0,31
2,178,1,1,89,0,626209.3125,0,31
2,178,1,1,89,0,621834.0625,0,31
2,178,1,1,89,0,697355.5625,0,31
10,824,1,0,82,0,1444985.375,0,31
6,320,1,0,53,0,1636.647461,0,31
18,10168,1,0,565,0,74106.22656,0,31
2,178,1,1,89,0,683957.75,0,31
2,178,1,1,89,0,651418.0625,0,31
2,178,1,1,89,0,725050.875,0,31
18,10168,1,0,565,0,66237.50781,0,31
2,164,1,1,82,0,617121.375,0,31
18,10168,1,0,565,0,60208.96875,0,31
100,17134,1,0,171,0,1345535.625,0,31
18,10168,1,0,565,0,76360.39844,0,31
18,10168,1,0,565,0,71556.96875,0,31
12,8824,1,0,735,0,66709.0,0,31
8,1860,1,0,233,0,4486393.5,0,31
2,162,1,1,81,0,648000.0,0,31
18,10168,1,0,565,0,75774.34375,0,31
2,164,1,1,82,0,671443.1875,0,31
2,164,1,1,82,0,655344.625,0,31
2,164,1,1,82,0,592057.75,0,31
2,178,1,1,89,0,685934.5,0,31
42,3380,1,0,80,0,563103.9375,0,31
2,178,1,1,89,0,698724.25,0,31
2,178,1,1,89,0,664799.25,0,31
2,178,1,1,89,0,653810.8125,0,31
2,178,1,1,89,0,678741.6875,0,31
2,178,1,1,89,0,644927.5,0,31
2,178,1,1,89,0,701477.8125,0,31
10,824,1,0,82,0,1437984.625,0,31
18,10168,1,0,565,0,69909.55469,0,31
10,824,1,0,82,0,579687.5,0,31
42,3380,1,0,80,0,659373.5625,0,31
6,320,1,0,53,0,264323.7188,0,31
